soil_moisture,soil_ph,soil_ec,rgb_red,rgb_green,rgb_blue,temperature,humidity,leaf_wetness,scenario
32.82,6.82,3.39,107.11,59.47,39.61,31.58,45.25,13.92,water_stress
55.27,5.86,1.55,69.34,99.42,44.41,23.32,70.13,23.26,healthy
63.61,5.31,0.47,110.77,68.92,42.55,23.83,75.24,1.72,nitrogen_deficient
16.29,6.68,3.76,104.09,62.65,37.31,37.2,38.8,8.48,water_stress
49.08,5.79,0.49,105.61,65.66,49.25,27.07,66.37,15.61,nitrogen_deficient
51.06,5.58,0.45,104.32,53.81,35.92,25.23,63.6,3.47,nitrogen_deficient
59.82,5.62,0.67,98.8,57.17,40.1,22.57,56.21,5.36,nitrogen_deficient
31.12,6.69,3.35,97.39,61.01,45.82,27.64,52.0,11.1,water_stress
53.23,5.89,0.71,98.76,67.94,31.25,27.27,73.11,17.24,nitrogen_deficient
66.56,6.36,1.7,70.25,83.8,56.76,26.37,88.7,92.0,sigatoka_risk
51.22,5.9,1.27,77.63,109.1,51.8,22.51,62.91,16.66,healthy
68.72,6.04,1.04,91.71,73.02,55.56,31.45,86.47,65.97,sigatoka_risk
29.88,5.98,2.75,99.02,82.86,46.64,29.19,48.83,5.82,water_stress
65.82,6.07,1.71,64.12,110.9,52.82,26.24,64.13,9.89,healthy
47.72,5.15,0.59,110.41,71.58,39.28,26.89,61.69,16.7,nitrogen_deficient
52.87,5.48,1.9,64.63,104.51,56.51,25.94,65.27,18.82,healthy
59.79,5.81,0.48,108.85,59.93,38.34,29.87,72.71,6.59,nitrogen_deficient
64.98,5.11,0.6,117.84,53.02,32.31,31.32,58.21,22.77,nitrogen_deficient
58.53,5.85,1.57,62.38,100.65,54.03,22.62,63.4,17.03,healthy
54.68,5.64,0.76,95.71,51.2,36.86,25.56,67.85,0.39,nitrogen_deficient
54.84,5.84,1.91,79.46,111.54,47.57,29.43,61.99,8.92,healthy
60.0,6.24,1.15,90.88,89.38,50.94,25.88,89.79,92.55,sigatoka_risk
66.1,5.58,1.46,64.2,111.27,45.31,22.45,73.41,1.54,healthy
69.15,6.04,1.65,81.36,82.96,47.74,24.88,85.95,81.16,sigatoka_risk
67.88,6.05,1.5,74.31,98.22,45.25,23.51,63.19,26.51,healthy
58.96,5.86,1.76,62.09,113.11,42.65,27.28,64.22,5.25,healthy
47.76,5.87,0.58,109.37,61.57,31.1,30.72,71.55,24.18,nitrogen_deficient
30.58,6.65,3.73,92.73,68.6,43.6,28.45,41.26,7.89,water_stress
45.99,5.45,0.47,107.28,56.94,42.84,22.55,73.82,4.04,nitrogen_deficient
54.75,5.61,1.48,74.03,91.74,53.09,25.69,73.54,7.8,healthy
